Chlor,TSO2,pH,qual,Type
0.096,18,3.2,5,R
0.216,16,3.15,7,R
0.096,18,3.2,5,R
0.072,36,3.11,6,R
0.071,25,3.35,6,R
0.078,30,3.45,6,R
0.071,25,3.35,6,R
0.073,25,3.28,6,R
0.048,49,3.41,5,R
0.069,17,3.21,6,R
0.068,24,3.27,7,R
0.09,13,3.36,5,R
0.171,66,3.17,6,R
0.07,14,3.25,6,R
0.092,55,3.78,7,R
0.056,35,3.29,6,R
0.074,10,3.12,6,R
0.046,80,3.49,6,R
0.091,21,3.38,6,R
0.091,21,3.38,6,R
0.091,21,3.38,6,R
0.065,24,3.3,6,R
0.066,15,3.52,5,R
0.076,17,3.2,8,R
0.062,28,3.44,6,R
0.055,33,3.45,6,R
0.081,29,3.12,6,R
0.096,13,3.62,4,R
0.055,27,3.14,7,R
0.063,11,3.39,6,R
0.072,52,3.51,6,R
0.095,89,3.22,5,R
0.092,70,3.21,6,R
0.058,10,3.18,6,R
0.045,135,3.32,5,R
0.075,38,3.38,7,R
0.089,18,3.37,7,R
0.061,15,3.3,7,R
0.067,50,3.38,6,R
0.08,13,3.22,6,R
0.08,13,3.22,6,R
0.104,94,3.14,5,R
0.079,86,3.34,6,R
0.08,79,3.41,6,R
0.08,71,3.27,6,R
0.043,12,3.3,6,R
0.065,20,3.61,6,R
0.066,70,3.43,5,R
0.076,51,3.53,6,R
0.178,21,3.28,6,R
0.071,14,3.21,7,R
0.086,21,3.39,6,R
0.061,11,3.23,6,R
0.067,12,3.3,7,R
0.044,70,3.46,6,R
0.118,38,3.15,5,R
0.083,38,3.23,6,R
0.1,63,3.59,6,R
0.118,38,3.15,5,R
0.071,88,3.33,7,R
0.042,101,3.46,7,R
0.076,54,3.42,6,R
0.11,37,3.16,5,R
0.087,20,3.14,7,R
0.076,21,3.21,6,R
0.075,19,3.14,7,R
0.078,21,3.29,5,R
0.078,21,3.29,5,R
0.369,38,3.01,5,R
0.111,60,2.94,5,R
0.074,48,3.32,7,R
0.067,44,3.21,6,R
0.086,14,3.32,6,R
0.062,12,3.2,6,R
0.078,44,3.42,6,R
0.074,16,3.27,6,R
0.079,65,3.46,6,R
0.079,65,3.46,6,R
0.095,59,3.61,6,R
0.079,47,3.58,4,R
0.052,11,3.35,7,R
0.041,78,3.68,5,R
0.076,47,3.27,6,R
0.076,47,3.27,6,R
0.068,11,3.19,5,R
0.068,54,3.38,6,R
0.07,61,3.29,5,R
0.08,119,3.36,5,R
0.085,39,3.33,6,R
0.079,12,3.52,5,R
0.085,39,3.33,6,R
0.08,119,3.36,5,R
0.075,19,3.3,4,R
0.08,20,3.28,6,R
0.166,12,3.56,5,R
0.063,41,3.52,7,R
0.166,12,3.56,5,R
0.114,64,3.22,6,R
0.078,56,3.52,6,R
0.076,94,3.21,6,R
0.069,9,3.16,6,R
0.052,77,3.15,6,R
0.076,94,3.21,6,R
0.069,9,3.16,6,R
0.065,10,3.27,7,R
0.068,12,3.35,8,R
0.111,76,3.14,5,R
0.074,44,3.4,7,R
0.074,44,3.4,7,R
0.074,44,3.4,7,R
0.136,52,3.35,5,R
0.074,44,3.4,7,R
0.071,24,3.45,7,R
0.078,15,3.35,6,R
0.076,53,3.32,5,R
0.078,15,3.35,6,R
0.071,13,3.15,6,R
0.081,9,3.1,6,R
0.095,29,3.26,6,R
0.079,79,3.29,6,R
0.057,74,3.23,6,R
0.082,24,3.24,6,R
0.044,50,3.2,6,R
0.132,44,3.28,6,R
0.132,44,3.28,6,R
0.078,89,3.26,6,R
0.074,23,3.23,6,R
0.08,20,3.07,6,R
0.091,77,3.15,5,R
0.08,46,3.02,5,R
0.104,21,3.27,5,R
0.044,88,3.68,7,R
0.075,66,3.4,5,R
0.066,58,3.37,6,R
0.074,90,3.38,5,R
0.075,66,3.4,5,R
0.057,36,3.23,4,R
0.059,18,3.39,6,R
0.054,113,3.3,4,R
0.07,17,3.26,6,R
0.059,18,3.39,6,R
0.081,24,3.38,4,R
0.057,20,3.45,4,R
0.076,60,3.1,5,R
0.079,65,3.16,5,R
0.058,40,3.22,6,R
0.082,86,3.37,5,R
0.067,160,3.33,6,R
0.082,34,3.49,5,R
0.086,48,3.12,5,R
0.082,34,3.49,5,R
0.081,36,3.41,6,R
0.079,37,3.4,6,R
0.079,37,3.4,6,R
0.077,60,3.28,5,R
0.123,14,3.45,5,R
0.096,13,3.43,5,R
0.079,35,3.4,5,R
0.069,46,3.47,5,R
0.082,60,3.1,5,R
0.085,69,3.32,6,R
0.123,33,3.44,6,R
0.123,33,3.44,6,R
0.403,56,3.02,5,R
0.083,24,3.59,4,R
0.081,66,3.15,5,R
0.089,26,3.37,4,R
0.066,51,3.38,6,R
0.081,36,3.38,6,R
0.081,36,3.38,6,R
0.068,19,3.1,6,R
0.079,51,3.47,6,R
0.044,87,3.5,8,R
0.048,60,3.7,6,R
0.049,64,3.38,6,R
0.077,44,3.5,5,R
0.073,44,3.1,5,R
0.102,36,3.24,6,R
0.075,81,3.24,6,R
0.05,10,3.28,4,R
0.114,10,3.35,6,R
0.075,81,3.24,6,R
0.062,9,3.14,7,R
0.077,54,3.37,6,R
0.077,54,3.37,6,R
0.084,22,3.33,6,R
0.096,69,3.26,6,R
0.071,36,3.39,5,R
0.09,47,3.15,5,R
0.068,31,3.35,6,R
0.056,7,3.22,5,R
0.068,110,3.3,5,R
0.068,110,3.3,5,R
0.1,12,3.36,5,R
0.073,60,3.29,6,R
0.056,28,3.62,6,R
0.084,12,3.34,4,R
0.073,60,3.29,6,R
0.093,77.5,3.2,5,R
0.093,77.5,3.2,5,R
0.064,29,3.35,6,R
0.063,18,3.45,6,R
0.137,9,3.5,3,R
0.08,28,3.78,6,R
0.1,57,3.6,6,R
0.064,15,3.3,6,R
0.081,68,3.36,5,R
0.087,68,3.12,5,R
0.073,88,3.3,5,R
0.088,91,3.29,5,R
0.068,29,3.41,4,R
0.088,91,3.29,5,R
0.071,63,3.28,5,R
0.073,88,3.3,5,R
0.064,27,3.33,6,R
0.083,41,3.34,5,R
0.086,65,3.4,6,R
0.086,69,3.4,6,R
0.083,91,3.26,6,R
0.041,46,4.01,6,R
0.091,41,3.18,6,R
0.083,91,3.26,6,R
0.414,64,2.9,6,R
0.094,88,3.26,5,R
0.041,46,4.01,6,R
0.058,18,3.18,5,R
0.06,55,3.18,7,R
0.077,34,3.39,6,R
0.077,34,3.39,6,R
0.077,34,3.39,6,R
0.077,34,3.39,6,R
0.073,38,3.34,5,R
0.083,91,3.29,6,R
0.083,91,3.29,6,R
0.107,67,3.26,5,R
0.075,25,3.09,6,R
0.079,48,3.18,5,R
0.166,11,3.39,5,R
0.069,40,3.38,6,R
0.057,26,3.36,5,R
0.057,26,3.36,5,R
0.057,26,3.36,5,R
0.084,31,3.36,6,R
0.084,31,3.36,6,R
0.084,31,3.36,6,R
0.085,31,3.37,6,R
0.084,31,3.36,6,R
0.077,20,3.09,5,R
0.063,28,3.25,6,R
0.056,13,3.52,5,R
0.078,12,3.34,5,R
0.078,12,3.34,5,R
0.081,41,3.41,5,R
0.069,73,3.34,5,R
0.065,46,3.32,6,R
0.086,57,3.37,5,R
0.086,57,3.37,5,R
0.077,28,3.35,5,R
0.086,32,3.36,5,R
0.084,28,3.36,5,R
0.078,67,3.6,6,R
0.168,98,3.28,5,R
0.091,28,3.07,6,R
0.112,38,3.24,5,R
0.093,54,3.36,5,R
0.091,28,3.07,6,R
0.08,63,3.29,4,R
0.096,31,3.46,6,R
0.115,42,3.18,5,R
0.094,45,3.24,5,R
0.088,105,3.25,6,R
0.079,74,3.27,6,R
0.069,8,3.33,4,R
0.415,66,3,5,R
0.153,14,3.21,6,R
0.415,66,3,5,R
0.11,89,3.24,5,R
0.267,29,3.32,3,R
0.083,100,3.26,5,R
0.086,31,3.11,5,R
0.09,74,3.71,6,R
0.078,28,3.29,6,R
0.077,35,3.36,6,R
0.077,35,3.36,6,R
0.074,25,3.38,5,R
0.08,105,3.3,5,R
0.08,105,3.3,5,R
0.107,84,3.19,5,R
0.076,85,3.19,5,R
0.1,23,3.3,5,R
0.1,23,3.3,5,R
0.083,49,3.35,5,R
0.08,111,3.1,5,R
0.068,33,3.58,6,R
0.094,33,3.37,5,R
0.07,12,3.17,5,R
0.078,59,3.3,5,R
0.07,73,3.32,5,R
0.092,12,3.31,6,R
0.09,11,3.31,5,R
0.08,104,3.28,5,R
0.083,28,3.52,7,R
0.068,24,3.42,6,R
0.08,141,3.25,5,R
0.08,141,3.25,5,R
0.052,24,3.44,6,R
0.061,13,3.23,8,R
0.082,46,3.43,6,R
0.062,34,3.28,7,R
0.062,22,3.22,6,R
0.064,54,3.54,6,R
0.048,53,3.27,7,R
0.064,54,3.54,6,R
0.082,16,3.5,6,R
0.071,19,3.56,6,R
0.062,22,3.22,6,R
0.104,89,3.04,5,R
0.077,15,3.2,5,R
0.065,18,3.56,5,R
0.077,15,3.2,5,R
0.064,37,3.35,7,R
0.077,19,3.16,5,R
0.077,133,3.27,5,R
0.077,19,3.16,5,R
0.079,58,3.34,5,R
0.079,55,3.39,6,R
0.123,31,3.5,4,R
0.076,23,3.26,6,R
0.076,23,3.26,6,R
0.046,60,3.41,6,R
0.078,23,3.3,5,R
0.072,55,3.31,5,R
0.049,67,3.33,5,R
0.066,47,3.37,5,R
0.069,74,3.26,6,R
0.042,11,3.48,6,R
0.069,25,3.42,7,R
0.214,95,3.18,6,R
0.214,95,3.18,6,R
0.169,90,3.15,5,R
0.07,39,3.53,5,R
0.052,8,3.41,5,R
0.072,92,3.32,6,R
0.062,28,3.23,7,R
0.094,98,3.16,6,R
0.078,30,3.4,5,R
0.058,22,3.38,5,R
0.072,92,3.32,6,R
0.094,98,3.16,6,R
0.078,30,3.4,5,R
0.08,39,3.4,5,R
0.08,54,3.4,5,R
0.056,29,3.23,8,R
0.062,28,3.23,7,R
0.104,17,3.33,7,R
0.062,53,3.35,7,R
0.074,85,3.41,5,R
0.073,23,3.21,6,R
0.052,17,3.5,6,R
0.05,89,3.3,6,R
0.074,85,3.41,5,R
0.067,20,3.39,5,R
0.054,15,3.32,7,R
0.054,64,3.41,6,R
0.06,13,3.59,4,R
0.075,31,3.36,6,R
0.076,39,3.34,6,R
0.063,53,3.41,5,R
0.063,53,3.41,5,R
0.062,54,3.3,7,R
0.067,32,3.52,4,R
0.062,54,3.3,7,R
0.061,49,3.31,3,R
0.084,24,2.88,5,R
0.067,16,3.43,5,R
0.073,44,3.38,6,R
0.071,45,3.38,5,R
0.205,82,3.16,5,R
0.048,89,3.54,7,R
0.205,82,3.16,5,R
0.048,89,3.54,7,R
0.082,14,3.4,3,R
0.104,22,3.39,5,R
0.08,13,3.66,4,R
0.104,22,3.39,5,R
0.114,9,3.33,4,R
0.042,12,3.35,5,R
0.06,11,3.53,4,R
0.074,25,3.37,5,R
0.07,23,3.38,5,R
0.066,17,3.52,5,R
0.049,13,3.72,5,R
0.048,11,3.44,6,R
0.039,18,3.39,6,R
0.049,13,3.72,5,R
0.05,18,3.57,5,R
0.089,147,3.26,5,R
0.066,28,3.42,7,R
0.08,28,3.35,6,R
0.089,147,3.26,5,R
0.054,16,3.45,6,R
0.068,13,3.53,6,R
0.054,16,3.45,6,R
0.076,15,3.26,5,R
0.083,64,3.16,5,R
0.078,60,3.31,5,R
0.077,14,3.51,6,R
0.106,12,3.36,6,R
0.078,12,3.55,3,R
0.07,14,3.51,6,R
0.106,12,3.36,6,R
0.074,25,3.38,6,R
0.062,20,3.28,5,R
0.047,48,3.47,6,R
0.068,27,3.44,5,R
0.061,17,3.53,6,R
0.078,65,3.33,6,R
0.074,65,3.53,6,R
0.074,65,3.53,6,R
0.071,58,3.42,5,R
0.063,44,3.38,6,R
0.114,20,3.32,5,R
0.106,27,3.44,5,R
0.063,44,3.38,6,R
0.082,23,3.39,4,R
0.071,58,3.42,5,R
0.076,61,3.34,5,R
0.075,47,3.39,6,R
0.064,34,3.33,5,R
0.064,38,3.3,6,R
0.071,24,3.29,6,R
0.096,59,3.31,6,R
0.063,52,3.42,6,R
0.063,18,3.42,6,R
0.081,28,3.6,5,R
0.058,22,3.21,6,R
0.074,84,3.39,5,R
0.064,29,3.42,7,R
0.075,35,3.36,6,R
0.077,45,3.6,6,R
0.059,31,3.5,6,R
0.081,26,3.57,5,R
0.065,60,3.46,5,R
0.071,32,3.56,6,R
0.054,49,3.4,7,R
0.064,38,3.3,6,R
0.064,19,3.25,6,R
0.063,19,3.17,7,R
0.059,28,3.36,6,R
0.072,26,3.36,5,R
0.048,26,3.55,5,R
0.099,50,3.1,5,R
0.074,24,3.24,8,R
0.087,26,3.45,5,R
0.083,27,3.44,5,R
0.103,54,3.51,6,R
0.08,28,3.41,5,R
0.062,23,3.54,6,R
0.065,24,3.44,7,R
0.066,20,3.53,5,R
0.062,23,3.54,6,R
0.235,115,3.22,5,R
0.08,131,3.21,5,R
0.08,131,3.21,5,R
0.08,131,3.21,5,R
0.076,20,3.29,5,R
0.076,20,3.29,5,R
0.076,20,3.29,5,R
0.061,42,3.39,6,R
0.059,52,3.34,6,R
0.076,20,3.29,5,R
0.077,42,3.34,5,R
0.056,34,3.48,6,R
0.23,35,3.37,6,R
0.038,25,3.44,6,R
0.069,104,3.33,5,R
0.075,50,3.58,6,R
0.074,92,3.39,6,R
0.06,20,3.26,6,R
0.081,29,3.3,6,R
0.076,27,3.54,6,R
0.118,20,3.42,6,R
0.053,32,3.54,5,R
0.068,26,3.36,6,R
0.053,32,3.54,5,R
0.053,27,3.57,5,R
0.074,98,3.33,5,R
0.061,34,3.29,7,R
0.066,48,3.3,6,R
0.065,60,3.34,6,R
0.066,28,3.55,6,R
0.068,102,3.27,6,R
0.073,79,3.29,5,R
0.077,35,3.32,6,R
0.089,26,3.67,6,R
0.076,40,3.42,6,R
0.068,38,3.42,6,R
0.09,44,3.45,5,R
0.062,51,3.52,6,R
0.076,40,3.42,6,R
0.075,44,3.57,5,R
0.067,42,3.39,6,R
